IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2018,true,Residence Area Type,Rural,RUR,,,,,,,FPIDN2018,source,,2.58,,,,,,2.58,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2018,true,Residence Area Type,Total,TOTL,,,,,,,FPIDN2018,source,,2.71,,,,,,2.71,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2018,true,Residence Area Type,Urban,URB,,,,,,,FPIDN2018,source,,2.82,,,,,,2.82,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,AMR,Americas,Country,PER,Peru,Year,2018,true,Residence Area Type,Rural,RUR,,,,,,,FPPER2018,source,,6.51,,,,,,6.51,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,AMR,Americas,Country,PER,Peru,Year,2018,true,Residence Area Type,Total,TOTL,,,,,,,FPPER2018,source,,9.21,,,,,,9.21,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,AMR,Americas,Country,PER,Peru,Year,2018,true,Residence Area Type,Urban,URB,,,,,,,FPPER2018,source,,9.96,,,,,,9.96,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,true,Residence Area Type,Rural,RUR,,,,,,,FPBTN2017,source,,1.7,,,,,,1.7,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,true,Residence Area Type,Total,TOTL,,,,,,,FPBTN2017,source,,1.79,,,,,,1.79,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,true,Residence Area Type,Urban,URB,,,,,,,FPBTN2017,source,,1.96,,,,,,1.96,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2017,true,Residence Area Type,Rural,RUR,,,,,,,FPTHA2017,source,,2.07,,,,,,2.07,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2017,true,Residence Area Type,Total,TOTL,,,,,,,FPTHA2017,source,,2.22,,,,,,2.22,,,EN,2019-11-27T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,Population with household expenditures on health greater than 10% of total household expenditure or income (SDG 3.8.2) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2017,true,Residence Area Type,Urban,URB,,,,,,,FPTHA2017,source,,2.41,,,,,,2.41,,,EN,2019-11-27T22:00:00.000Z
